id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
9577772,2021-04-07 04:49:15,突尼斯,263043,0,220645,9039,0,0.0,,,,,,,
9507896,2021-04-07 00:04:18,塞尔维亚,625773,0,0,5537,0,0.0,,,,,,,
0,2021-04-07 08:39:20,中国,102967,0,97648,4851,0,5368.0,,,,,,,
1,2021-04-07 01:59:17,日本本土,489407,0,453899,9251,0,0.0,,,,,,,
2,2021-04-07 00:04:17,泰国,29571,0,26873,95,0,0.0,,,,,,,
3,2021-04-07 00:04:18,新加坡,60519,0,60239,30,0,0.0,,,,,,,
4,2021-04-07 00:04:17,韩国,106230,0,97363,1752,0,0.0,,,,,,,
5,2021-04-07 08:54:25,澳大利亚,29371,0,23048,909,0,0.0,,,,,,,
6,2021-04-07 01:59:17,德国,2909902,0,2604890,77245,0,0.0,,,,,,,
7,2021-04-07 07:14:27,美国,31556514,0,24119324,570216,0,0.0,,,,,,,
8,2021-04-07 00:04:17,马来西亚,353329,0,337868,1300,0,0.0,,,,,,,
9,2021-04-07 00:44:14,越南,2648,0,2422,35,0,0.0,,,,,,,
89566,2020-06-12 17:03:12,圣巴泰勒米,6,0,6,0,0,,,,,,,,
821,2021-04-07 00:44:14,肯尼亚,139842,0,96578,2258,0,0.0,,,,,,,
826,2021-04-07 00:04:18,伊朗,1963394,0,1667079,63506,0,0.0,,,,,,,
827,2021-04-07 00:44:14,以色列,834920,0,823732,6257,0,0.0,,,,,,,
828,2020-06-09 19:59:04,毛利亚尼亚,16,0,6,2,0,,,,,,,,
829,2021-04-07 02:49:21,黎巴嫩,482798,0,390209,6479,0,0.0,,,,,,,
833,2021-04-07 00:04:17,克罗地亚,280899,0,263758,6113,0,0.0,,,,,,,
834,2021-04-07 00:04:17,奥地利,562907,0,519202,9517,0,0.0,,,,,,,
835,2021-04-07 08:04:19,瑞士,610274,0,317600,10403,0,0.0,,,,,,,
839,2021-04-07 00:44:14,希腊,281570,0,93764,8532,0,0.0,,,,,,,
95800,2021-04-07 00:04:18,毛里求斯,1130,0,707,12,0,0.0,,,,,,,
845,2021-04-07 00:04:18,爱沙尼亚,110680,0,89105,964,0,0.0,,,,,,,
846,2021-04-07 03:59:17,北马其顿,136426,0,111139,4022,0,0.0,,,,,,,
850,2021-04-07 00:04:18,白俄罗斯,329258,0,319601,2304,0,0.0,,,,,,,
851,2021-04-07 00:04:17,立陶宛,220900,0,201845,3623,0,0.0,,,,,,,
852,2021-04-07 00:44:14,阿塞拜疆,273869,0,243467,3743,0,0.0,,,,,,,
875097,2020-06-12 17:06:26,美属维尔京群岛,72,0,46,6,0,,,,,,,,
95826,2020-06-15 13:26:49,蒙古,197,0,98,0,0,,,,,,,,
872,2021-04-07 00:04:18,乌克兰,1820725,0,1410466,36692,0,0.0,,,,,,,
874,2021-04-07 00:04:17,波兰,2456709,0,2036577,55065,0,0.0,,,,,,,
879,2021-04-07 00:44:14,波黑,177506,0,134700,7052,0,0.0,,,,,,,
80902,2020-06-12 17:02:32,蒙特塞拉特,11,0,10,1,0,,,,,,,,
880,2021-04-07 06:44:23,南非,1552853,0,1478820,53032,0,0.0,,,,,,,
95198,2020-06-15 14:48:50,布隆迪,85,0,45,1,0,,,,,,,,
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2021-04-07 00:04:17,马耳他,29343,0,28416,399,0,0.0,,,,,,,
896,2021-04-07 00:44:14,摩尔多瓦,236563,0,217606,5224,0,0.0,,,,,,,
897,2021-04-07 00:04:17,保加利亚,356859,0,273429,13786,0,0.0,,,,,,,
898,2021-04-07 00:04:17,孟加拉,651652,0,558383,9384,0,0.0,,,,,,,
899,2020-06-15 10:20:56,阿尔巴尼亚,1521,0,1044,36,0,,,0.0,,,0.0,,
950000,2021-04-07 02:49:21,巴勒斯坦,256461,0,224552,2735,0,0.0,,,,,,,
95kml,2020-06-15 13:47:09,科摩罗,176,0,114,2,0,,,,,,,,
953333,2021-04-07 00:04:17,阿富汗,56779,0,51928,2512,0,0.0,,,,,,,
95888822,2021-04-07 08:04:19,沙特阿拉伯,394169,0,380772,6711,0,0.0,,,,,,,
9511123,2021-04-07 00:04:17,新西兰,2524,0,2424,26,0,0.0,,,,,,,
95333,2021-04-07 00:04:18,塔吉克斯坦,13308,0,13218,90,0,0.0,,,,,,,
83356,2020-06-15 13:25:33,泽西岛,313,0,292,15,0,0.0,,,,,,,
954467,2020-06-15 13:51:09,叙利亚,177,0,74,6,0,,,0.0,,,0.0,,
95327,2021-04-07 00:04:17,巴拿马,356556,0,345719,6138,0,0.0,,,,,,,
95329,2021-04-07 00:44:14,古巴,81640,0,75871,440,0,0.0,,,,,,,
9511111,2021-04-07 08:54:25,尼日利亚,163388,0,153630,2058,0,0.0,,,,,,,
95858585,2021-04-07 02:49:21,摩洛哥,499025,0,485708,8865,0,0.0,,,,,,,
9500222,2021-04-07 00:04:18,塞内加尔,39127,0,37822,1065,0,0.0,,,,,,,
95118,2020-06-15 14:24:59,老挝,19,0,19,0,0,,,,,,,,
95350,2021-04-07 00:44:14,巴哈马,9270,0,8729,189,0,0.0,,,,,,,
84226,2020-06-15 10:14:23,马约特岛,2282,0,1790,28,0,0.0,,,,,,,
954444,2021-04-07 00:04:17,斯洛文尼亚,220698,0,203214,4089,0,0.0,,,,,,,
95103,2021-04-07 00:44:14,卢森堡,62625,0,58381,761,0,0.0,,,,,,,
95106,2021-04-07 01:59:17,爱尔兰,238907,0,23364,4727,0,0.0,,,,,,,
95102,2021-04-07 02:49:21,厄瓜多尔,337702,0,290314,17004,0,0.0,,,,,,,
957777,2021-04-07 00:04:17,捷克,1555245,0,1421284,27169,0,0.0,,,,,,,
9522222,2021-04-07 00:04:17,匈牙利,691743,0,418568,22098,0,0.0,,,,,,,
8101,2020-06-15 10:57:56,法属圭亚那,1255,0,534,3,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8102,2020-06-15 11:45:39,多哥共和国,530,0,291,13,0,0.0,,,,,,,
8100,2021-04-07 04:49:15,哥斯达黎加,219846,0,193857,3000,0,0.0,,,,,,,
8105,2021-04-07 00:04:17,文莱,214,0,197,3,0,0.0,,,,,,,
8103,2020-06-15 13:46:38,法罗群岛,187,0,187,0,0,0.0,,,,,,,
8104,2021-04-07 00:04:17,马提尼克岛,37,0,0,1,0,0.0,,,,,,,
95120,2021-04-07 02:49:21,荷兰,1335193,0,16932,16822,0,0.0,,,,,,,
951234567,2021-04-07 08:04:19,巴西,13100580,0,11459548,336947,0,0.0,,,,,,,
8115,2021-04-07 00:04:18,洪都拉斯,191136,0,73463,4681,0,0.0,,,,,,,
95394,2021-04-07 00:04:18,乌拉圭,119958,0,94042,1146,0,0.0,,,,,,,
95390,2021-04-07 00:04:18,秘鲁,1590209,0,1509493,53138,0,0.0,,,,,,,
956666,2021-04-07 00:44:14,智利,1037780,0,965641,23734,0,0.0,,,,,,,
95389,2020-06-15 00:00:31,格陵兰,13,0,13,0,0,0.0,,,,,,,
95382,2020-06-12 17:03:05,圣巴托洛谬岛,6,0,6,0,0,,,,,,,,
950101010,2021-04-07 02:49:20,马尔代夫,25053,0,21898,67,0,0.0,,,,,,,
95384,2021-04-07 00:04:17,委内瑞拉,167548,0,152201,1678,0,0.0,,,,,,,
8134,2021-04-07 08:54:25,毛里塔尼亚,17955,0,17246,450,0,0.0,,,,,,,
8135,2020-06-15 00:00:31,纳米比亚,31,0,17,0,0,,,,,,,,
8132,2020-06-15 13:04:24,法属留尼汪岛,487,0,447,1,0,0.0,,,,,,,
8133,2020-06-13 11:26:34,波多黎各,5536,0,0,146,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
95732,2021-04-07 00:04:17,加纳,90946,0,88743,752,0,0.0,,,,,,,
8136,2021-04-07 00:04:17,赤道几内亚,7059,0,6683,104,0,0.0,,,,,,,
8130,2021-04-07 00:04:17,几内亚,20510,0,18259,130,0,0.0,,,,,,,
8131,2021-04-07 08:04:19,卢旺达,22862,0,20705,314,0,0.0,,,,,,,
80001,2020-06-15 00:00:31,格林纳达,23,0,22,0,0,,,,,,,,
8129,2021-04-07 04:49:15,斯威士兰,17358,0,16623,669,0,0.0,,,,,,,
8145,2021-04-07 00:04:18,坦桑尼亚,509,0,183,21,0,0.0,,,,,,,
8146,2021-04-07 00:04:17,贝宁,7313,0,6452,93,0,0.0,,,,,,,
8143,2021-04-07 00:04:18,刚果（金）,28377,0,25841,745,0,0.0,,,,,,,
8144,2021-04-07 00:04:17,中非共和国,5313,0,5024,73,0,0.0,,,,,,,
8147,2021-04-07 00:04:17,利比里亚,2042,0,1899,85,0,0.0,,,,,,,
8148,2021-04-07 01:59:17,索马里,11978,0,5058,576,0,0.0,,,,,,,
95123456,2021-04-07 00:44:14,塞拉利昂,3990,0,2825,79,0,0.0,,,,,,,
95XXXX,2021-04-07 06:44:22,乍得,4603,0,4233,166,0,0.0,,,,,,,
8152,2021-04-07 00:04:17,赞比亚,89071,0,85338,1224,0,0.0,,,,,,,
8151,2020-06-15 13:01:51,巴巴多斯,96,0,83,7,0,,,,,,,,
95mali,2021-04-07 04:49:15,马里,10758,0,7009,396,0,0.0,,,,,,,
958888,2021-04-07 08:04:19,阿根廷,2428029,0,2164045,56634,0,0.0,,,,,,,
81113,2020-06-15 00:00:31,法属波利尼西亚,60,0,60,0,0,,,,,,,,
9584332,2021-04-07 06:44:22,巴林,150811,0,140125,545,0,0.0,,,,,,,
8168,2021-04-07 08:54:25,莫桑比克,68292,0,57926,785,0,0.0,,,,,,,
95747,2021-04-07 00:04:18,喀麦隆,57337,0,35261,851,0,0.0,,,,,,,
8165,2021-04-07 00:04:18,乌干达,41023,0,40452,335,0,0.0,,,,,,,
8166,2020-06-12 16:57:11,厄立特里亚,41,0,39,0,0,,,,,,,,
95983,2021-04-07 08:04:19,刚果（布）,10084,0,8208,137,0,0.0,,,,,,,
8162,2021-04-07 04:49:15,津巴布韦,36966,0,34781,1531,0,0.0,,,,,,,
956475,2021-04-07 00:04:18,丹麦,235009,0,223703,2433,0,0.0,,,,,,,
81344,2020-06-15 14:48:41,阿鲁巴,101,0,98,3,0,0.0,,,,,,,
95776,2021-04-07 00:04:18,斐济,67,0,64,2,0,0.0,,,,,,,
8172,2021-04-07 08:54:25,伯利兹,12477,0,12102,318,0,0.0,,,,,,,
8173,2021-04-07 00:44:14,缅甸,142530,0,131819,3206,0,0.0,,,,,,,
9568067,2021-04-07 08:54:25,塞浦路斯,48837,0,2057,264,0,0.0,,,,,,,
81134,2020-06-14 00:00:31,关岛,183,0,143,5,0,0.0,,,,,,,
888779,2020-06-15 10:21:59,科索沃,1326,0,921,31,0,0.0,,,,,,,
95860612,2020-06-12 17:03:41,圣皮埃尔岛和密克隆岛,1,0,1,0,0,0.0,,,,,,,
95251456,2021-04-07 00:04:17,吉尔吉斯斯坦,89277,0,85388,1509,0,0.0,,,,,,,
8197,2020-06-15 00:00:31,博茨瓦纳,60,0,24,1,0,,,0.0,,,0.0,,
95309,2021-04-07 08:54:25,尼日尔,5048,0,4715,188,0,0.0,,,,,,,
95305,2021-04-07 00:04:18,苏里南,9174,0,8633,177,0,0.0,,,,,,,
95306,2021-04-07 04:49:15,佛得角,18023,0,16670,173,0,0.0,,,,,,,
95786,2021-04-07 00:04:18,萨尔瓦多,65491,0,62340,2030,0,0.0,,,,,,,
95303,2020-06-15 13:51:31,圭亚那,159,0,99,12,0,,,0.0,,,0.0,,
95787,2021-04-07 00:04:17,尼加拉瓜,6677,0,4225,178,0,0.0,,,,,,,
95783,2020-06-15 00:00:31,冈比亚,28,0,24,1,0,,,0.0,,,0.0,,
9523416782,2020-06-12 16:58:23,东帝汶,24,0,24,0,0,,,,,,,,
950777,2021-04-07 00:04:17,巴基斯坦,696184,0,618158,14924,0,0.0,,,,,,,
9577890,2021-04-07 08:54:25,埃及,206510,0,157006,12253,0,0.0,,,,,,,
9577665,2021-04-07 01:59:17,科威特,239952,0,224701,1373,0,0.0,,,,,,,
95903,2021-04-07 00:04:18,斯洛伐克,365733,0,255300,10094,0,0.0,,,,,,,
95904,2020-06-15 13:47:38,直布罗陀,176,0,173,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
959333,2020-06-16 00:00:31,摩纳哥,99,0,93,4,0,,,,,,,,
9509765,2021-04-07 00:04:17,巴拉圭,222663,0,183552,4463,0,0.0,,,,,,,
856671,2020-06-12 16:58:47,荷属安的列斯,22,0,15,1,0,,,,,,,,
95711,2020-06-15 00:00:31,多米尼克,18,0,16,0,0,,,,,,,,
95703,2021-04-07 00:04:17,乌兹别克斯坦,83935,0,81881,632,0,0.0,,,,,,,
95293,2021-04-07 00:04:18,黑山,93030,0,86512,1326,0,0.0,,,,,,,
95294,2021-04-07 00:04:17,危地马拉,195680,0,180527,6894,0,0.0,,,,,,,
95290,2021-04-07 00:04:17,加蓬,19863,0,16910,119,0,0.0,,,,,,,
95291,2021-04-07 00:04:18,苏丹,31833,0,24214,2063,0,0.0,,,,,,,
87435,2021-04-07 00:04:17,利比亚,164318,0,150478,2765,0,0.0,,,,,,,
95287,2020-06-15 14:48:56,圣马丁岛,77,0,61,15,0,,,,,,,,
95046,2021-04-07 02:49:21,土耳其,3579185,0,3159475,32667,0,0.0,,,,,,,
95047,2020-06-12 17:02:54,巴布亚新几内亚,8,0,8,0,0,,,,,,,,
95000011,2021-04-07 01:59:17,多米尼加,254603,0,214704,3355,0,0.0,,,,,,,
95076,2021-04-07 00:04:17,约旦,645449,0,561894,7383,0,0.0,,,,,,,
9532556,2021-04-07 00:04:17,亚美尼亚,197873,0,177601,3627,0,0.0,,,,,,,
811192,2020-06-12 17:01:29,圣基茨和尼维斯,15,0,15,0,0,,,,,,,,
89665,2020-06-15 13:49:44,瓜德罗普,171,0,157,14,0,,,0.0,,,0.0,,
94367,2021-04-07 00:04:18,安提瓜和巴布达,1173,0,885,29,0,0.0,,,,,,,
95215,2021-04-07 00:04:18,玻利维亚,275392,0,225483,12344,0,0.0,,,,,,,
95693,2021-04-07 08:04:19,哥伦比亚,2468236,0,2336356,64524,0,0.0,,,,,,,
879903,2020-06-12 16:57:52,圣文森特和格林纳丁斯,27,0,25,0,0,,,,,,,,
84326,2020-06-12 16:59:25,圣卢西亚,19,0,18,0,0,,,,,,,,
10,2021-04-07 08:54:25,法国,4902025,0,308128,97431,0,0.0,,,,,,,
11,2021-04-07 00:04:18,阿联酋,474136,0,458885,1516,0,0.0,,,,,,,
12,2021-04-07 08:54:25,加拿大,1027854,0,945550,23132,0,0.0,,,,,,,
13,2021-04-07 00:04:18,印度,12686049,0,11732279,165547,0,0.0,,,,,,,
14,2021-04-07 02:49:20,英国,4379022,0,13341,127126,0,0.0,,,,,,,
15,2021-04-07 00:44:14,意大利,3686707,0,3019255,111747,0,0.0,,,,,,,
16,2021-04-07 00:04:17,俄罗斯,4546307,0,4171948,99431,0,0.0,,,,,,,
17,2021-04-07 00:04:17,菲律宾,812760,0,646381,13817,0,0.0,,,,,,,
18,2021-04-07 00:04:17,芬兰,80068,0,46000,860,0,0.0,,,,,,,
19,2021-04-07 00:04:17,尼泊尔,278470,0,273455,3036,0,0.0,,,,,,,
95682,2021-04-07 00:04:17,葡萄牙,824368,0,781537,16887,0,0.0,,,,,,,
95200,2021-04-07 01:59:17,也门,4975,0,1822,976,0,0.0,,,,,,,
954356,2020-06-15 00:00:31,塞舌尔,11,0,11,0,0,,,,,,,,
20,2021-04-07 07:14:27,西班牙,3317948,0,3080466,75911,0,0.0,,,,,,,
21,2021-04-07 01:59:17,斯里兰卡,93690,0,90708,586,0,0.0,,,,,,,
9509,2021-04-07 08:04:19,阿尔及利亚,117879,0,82096,3112,0,0.0,,,,,,,
22,2021-04-07 00:04:17,柬埔寨,2824,0,1794,22,0,0.0,,,,,,,
95239,2021-04-07 00:04:17,海地,12803,0,11317,252,0,0.0,,,,,,,
23,2021-04-07 00:04:17,瑞典,834993,0,0,13533,0,0.0,,,,,,,
95237,2020-06-15 14:48:06,特里尼达和多巴哥,123,0,109,8,0,,,0.0,,,0.0,,
95jibuti,2021-04-07 04:49:15,吉布提,9111,0,7075,85,0,0.0,,,,,,,
9512314,2020-06-15 11:44:39,圣多美与普林西比,659,0,176,12,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
953487,2021-04-07 08:04:19,布基纳法索,12845,0,12516,150,0,0.0,,,,,,,
954332,2021-04-07 00:04:17,比利时,902964,0,0,23202,0,0.0,,,,,,,
