id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
9577772,2021-05-30 08:34:00,突尼斯,343374,0,301273,12574,0,0.0,1422.0,,1502.0,61.0,,,
9507896,2021-05-30 00:03:45,塞尔维亚,712046,0,0,6844,0,0.0,274.0,,0.0,0.0,,,
0,2021-05-30 14:39:15,中国,111120,0,98870,4956,0,6044.0,857.0,,11.0,32.0,,814.0,11.0
1,2021-05-30 15:04:05,日本本土,742559,0,666786,12877,0,0.0,44.0,,0.0,0.0,,,
2,2021-05-30 00:03:44,泰国,151842,0,26873,988,0,0.0,4803.0,,0.0,0.0,,,
3,2021-05-30 00:03:45,新加坡,62003,0,61423,32,0,0.0,33.0,,0.0,0.0,,,
4,2021-05-30 11:38:59,韩国,139910,0,130381,1957,0,0.0,479.0,,642.0,6.0,,,
5,2021-05-30 13:54:13,澳大利亚,30098,0,23579,910,0,0.0,15.0,,4.0,0.0,,,
6,2021-05-30 11:44:03,德国,3684672,0,3479700,88413,0,0.0,533.0,,6950.0,55.0,,,
7,2021-05-30 10:08:56,美国,34035318,0,27818961,609421,0,0.0,12661.0,,51921.0,460.0,,,
8,2021-05-30 00:03:45,马来西亚,558534,0,479666,2650,0,0.0,9020.0,,0.0,0.0,,,
9,2021-05-30 11:39:00,越南,6908,0,2896,47,0,0.0,195.0,,0.0,0.0,,,
89566,2020-06-12 17:03:12,圣巴泰勒米,6,0,6,0,0,,,,,,,,
821,2021-05-30 08:34:00,肯尼亚,170485,0,116133,3141,0,0.0,444.0,,115.0,17.0,,,
826,2021-05-30 00:03:45,伊朗,2893218,0,2425033,79741,0,0.0,7107.0,,0.0,0.0,,,
827,2021-05-30 08:34:00,以色列,839453,0,832539,6407,0,0.0,20.0,,14.0,0.0,,,
828,2020-06-09 19:59:04,毛利亚尼亚,16,0,6,2,0,,,,,,,,
829,2021-05-30 08:34:00,黎巴嫩,540132,0,517859,7718,0,0.0,244.0,,1329.0,7.0,,,
833,2021-05-30 00:03:45,克罗地亚,355955,0,345396,8002,0,0.0,338.0,,0.0,0.0,,,
834,2021-05-30 00:03:44,奥地利,644207,0,627672,10592,0,0.0,498.0,,0.0,0.0,,,
835,2021-05-30 08:34:00,瑞士,693023,0,317600,10805,0,0.0,0.0,,0.0,0.0,,,
839,2021-05-30 08:34:00,希腊,400395,0,93764,12024,0,0.0,1497.0,,0.0,29.0,,,
95800,2021-05-30 00:03:45,毛里求斯,1363,0,1183,17,0,0.0,7.0,,0.0,0.0,,,
845,2021-05-30 00:03:45,爱沙尼亚,129424,0,122918,1250,0,0.0,127.0,,0.0,0.0,,,
846,2021-05-30 00:03:45,北马其顿,155246,0,147473,5398,0,0.0,29.0,,0.0,0.0,,,
850,2021-05-30 00:03:45,白俄罗斯,392629,0,383380,2831,0,0.0,992.0,,0.0,0.0,,,
851,2021-05-30 00:03:44,立陶宛,273866,0,254322,4245,0,0.0,520.0,,0.0,0.0,,,
852,2021-05-30 00:03:45,阿塞拜疆,333723,0,323617,4903,0,0.0,164.0,,0.0,0.0,,,
875097,2020-06-12 17:06:26,美属维尔京群岛,72,0,46,6,0,,,,,,,,
95826,2020-06-15 13:26:49,蒙古,197,0,98,0,0,,,,,,,,
872,2021-05-30 15:04:05,乌克兰,2259607,0,2090210,52498,0,0.0,1703.0,,5733.0,84.0,,,
874,2021-05-30 00:03:45,波兰,2871371,0,2636675,73682,0,0.0,776.0,,0.0,0.0,,,
879,2021-05-30 08:34:00,波黑,203839,0,174236,9211,0,0.0,0.0,,0.0,0.0,,,
80902,2020-06-12 17:02:32,蒙特塞拉特,11,0,10,1,0,,,,,,,,
880,2021-05-30 08:34:00,南非,1659070,0,1554184,56363,0,0.0,4519.0,,2664.0,70.0,,,
95198,2020-06-15 14:48:50,布隆迪,85,0,45,1,0,,,,,,,,
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2021-05-30 00:03:44,马耳他,30529,0,30043,419,0,0.0,3.0,,0.0,0.0,,,
896,2021-05-30 08:34:00,摩尔多瓦,255105,0,247349,6100,0,0.0,45.0,,109.0,3.0,,,
897,2021-05-30 08:34:00,保加利亚,418221,0,380359,17657,0,0.0,115.0,,105.0,5.0,,,
