id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
9577772,2021-04-22 08:41:48,突尼斯,291833,0,242238,9993,0,0.0,2603.0,,3134.0,75.0,,,
9507896,2021-04-22 00:01:31,塞尔维亚,670801,0,0,6095,0,0.0,2864.0,,0.0,0.0,,,
0,2021-04-22 17:22:00,中国,103400,0,98008,4856,0,5549.0,15.0,,35.0,0.0,,-6.0,6.0
1,2021-04-22 17:57:08,日本本土,547839,0,491505,9737,0,0.0,80.0,,2717.0,2.0,,,
2,2021-04-22 14:31:50,泰国,48113,0,26873,117,0,0.0,1470.0,,0.0,7.0,,,
3,2021-04-22 17:57:08,新加坡,60904,0,60576,30,0,0.0,24.0,,0.0,0.0,,,
4,2021-04-22 11:01:48,韩国,116661,0,106459,1808,0,0.0,735.0,,582.0,2.0,,,
5,2021-04-22 15:21:55,澳大利亚,29603,0,23181,910,0,0.0,25.0,,3.0,0.0,,,
6,2021-04-22 17:06:51,德国,3222888,0,2853190,80941,0,0.0,24354.0,,21710.0,245.0,,,
7,2021-04-22 10:41:46,美国,32602051,0,25177434,583330,0,0.0,65057.0,,71899.0,874.0,,,
8,2021-04-22 00:01:31,马来西亚,381813,0,358726,1400,0,0.0,2340.0,,0.0,0.0,,,
9,2021-04-22 12:01:46,越南,2812,0,2490,35,0,0.0,12.0,,0.0,0.0,,,
89566,2020-06-12 17:03:12,圣巴泰勒米,6,0,6,0,0,,,,,,,,
821,2021-04-22 08:41:48,肯尼亚,153488,0,105279,2540,0,0.0,965.0,,1441.0,21.0,,,
826,2021-04-22 00:01:31,伊朗,2311813,0,1823958,67913,0,0.0,24886.0,,0.0,0.0,,,
827,2021-04-22 17:06:51,以色列,837566,0,829166,6346,0,0.0,146.0,,194.0,1.0,,,
828,2020-06-09 19:59:04,毛利亚尼亚,16,0,6,2,0,,,,,,,,
829,2021-04-22 08:41:48,黎巴嫩,515088,0,433987,7027,0,0.0,2082.0,,1439.0,32.0,,,
833,2021-04-22 00:01:31,克罗地亚,313423,0,291351,6692,0,0.0,3117.0,,0.0,0.0,,,
834,2021-04-22 00:01:31,奥地利,600089,0,563256,9997,0,0.0,2523.0,,0.0,0.0,,,
835,2021-04-22 17:06:51,瑞士,642131,0,317600,10547,0,0.0,2686.0,,0.0,2.0,,,
839,2021-04-22 08:41:48,希腊,323639,0,93764,9713,0,0.0,3010.0,,0.0,86.0,,,
95800,2021-04-22 08:41:49,毛里求斯,1204,0,987,15,0,0.0,1.0,,53.0,0.0,,,
845,2021-04-22 17:57:08,爱沙尼亚,119218,0,105471,1120,0,0.0,429.0,,818.0,11.0,,,
846,2021-04-22 08:41:48,北马其顿,148618,0,125593,4556,0,0.0,623.0,,765.0,47.0,,,
850,2021-04-22 00:01:31,白俄罗斯,347316,0,337620,2453,0,0.0,1318.0,,0.0,0.0,,,
851,2021-04-22 16:12:02,立陶宛,237950,0,215031,3818,0,0.0,1417.0,,1061.0,16.0,,,
852,2021-04-22 00:01:31,阿塞拜疆,305933,0,269965,4235,0,0.0,2075.0,,0.0,0.0,,,
875097,2020-06-12 17:06:26,美属维尔京群岛,72,0,46,6,0,,,,,,,,
95826,2020-06-15 13:26:49,蒙古,197,0,98,0,0,,,,,,,,
872,2021-04-22 17:57:08,乌克兰,2043901,0,1582924,43041,0,0.0,16357.0,,18955.0,476.0,,,
874,2021-04-22 17:57:08,波兰,2731256,0,2380787,64168,0,0.0,12763.0,,14557.0,695.0,,,
879,2021-04-22 00:01:31,波黑,193115,0,150458,8082,0,0.0,1961.0,,0.0,0.0,,,
80902,2020-06-12 17:02:32,蒙特塞拉特,11,0,10,1,0,,,,,,,,
880,2021-04-22 08:41:48,南非,1569935,0,1495864,53940,0,0.0,1569.0,,1234.0,53.0,,,
95198,2020-06-15 14:48:50,布隆迪,85,0,45,1,0,,,,,,,,
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2021-04-22 00:01:31,马耳他,30063,0,29130,411,0,0.0,24.0,,0.0,0.0,,,
896,2021-04-22 08:41:48,摩尔多瓦,247391,0,234204,5643,0,0.0,700.0,,923.0,27.0,,,
897,2021-04-22 08:41:48,保加利亚,392913,0,318208,15618,0,0.0,2002.0,,3935.0,100.0,,,
898,2021-04-22 00:01:31,孟加拉,732060,0,635183,10683,0,0.0,4280.0,,0.0,0.0,,,
899,2020-06-15 10:20:56,阿尔巴尼亚,1521,0,1044,36,0,,,0.0,,,0.0,,
950000,2021-04-22 00:01:31,巴勒斯坦,286028,0,254199,3096,0,0.0,1748.0,,0.0,0.0,,,
95kml,2020-06-15 13:47:09,科摩罗,176,0,114,2,0,,,,,,,,
953333,2021-04-22 17:57:08,阿富汗,58214,0,52348,2557,0,0.0,177.0,,47.0,0.0,,,
95888822,2021-04-22 00:01:31,沙特阿拉伯,408038,0,391362,6858,0,0.0,1028.0,,0.0,0.0,,,
9511123,2021-04-22 11:01:48,新西兰,2600,0,2494,26,0,0.0,1.0,,4.0,0.0,,,
95333,2021-04-22 00:01:31,塔吉克斯坦,13308,0,13218,90,0,0.0,0.0,,0.0,0.0,,,
83356,2020-06-15 13:25:33,泽西岛,313,0,292,15,0,0.0,,,,,,,
954467,2020-06-15 13:51:09,叙利亚,177,0,74,6,0,,,0.0,,,0.0,,
95327,2021-04-22 11:01:48,巴拿马,361678,0,351582,6196,0,0.0,359.0,,354.0,4.0,,,
95329,2021-04-22 08:41:48,古巴,96760,0,91034,547,0,0.0,1006.0,,967.0,9.0,,,
9511111,2021-04-22 08:41:48,尼日利亚,164488,0,154441,2061,0,0.0,65.0,,35.0,0.0,,,
95858585,2021-04-22 08:41:48,摩洛哥,507338,0,493353,8969,0,0.0,669.0,,628.0,10.0,,,
9500222,2021-04-22 00:01:31,塞内加尔,39910,0,38668,1096,0,0.0,74.0,,0.0,0.0,,,
95118,2020-06-15 14:24:59,老挝,19,0,19,0,0,,,,,,,,
95350,2021-04-22 08:41:48,巴哈马,9868,0,9140,194,0,0.0,77.0,,81.0,0.0,,,
84226,2020-06-15 10:14:23,马约特岛,2282,0,1790,28,0,0.0,,,,,,,
