id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
9577772,2021-06-03 08:50:52,突尼斯,348911,0,306354,12793,0,0.0,1925.0,,1299.0,73.0,,,
9507896,2021-06-03 00:00:46,塞尔维亚,712989,0,0,6881,0,0.0,287.0,,0.0,0.0,,,
0,2021-06-03 08:51:05,中国,112458,0,98928,4995,0,6086.0,571.0,,7.0,12.0,,552.0,9.0
1,2021-06-03 00:00:46,日本本土,752864,0,685209,13219,0,0.0,3036.0,,0.0,0.0,,,
2,2021-06-03 00:00:46,泰国,165462,0,26873,1107,0,0.0,3440.0,,0.0,0.0,,,
3,2021-06-03 08:50:52,新加坡,62100,0,61523,33,0,0.0,31.0,,42.0,0.0,,,
4,2021-06-03 00:00:46,韩国,141476,0,132068,1965,0,0.0,677.0,,0.0,0.0,,,
5,2021-06-03 08:50:51,澳大利亚,30135,0,23594,910,0,0.0,5.0,,3.0,0.0,,,
6,2021-06-03 08:50:51,德国,3698004,0,3509760,88852,0,0.0,1258.0,,100.0,63.0,,,
7,2021-06-03 09:45:51,美国,34154305,0,27986511,611020,0,0.0,16974.0,,45593.0,584.0,,,
8,2021-06-03 00:00:46,马来西亚,587165,0,501898,2993,0,0.0,7703.0,,0.0,0.0,,,
9,2021-06-03 00:00:46,越南,7813,0,3085,49,0,0.0,241.0,,0.0,0.0,,,
89566,2020-06-12 17:03:12,圣巴泰勒米,6,0,6,0,0,,,,,,,,
821,2021-06-03 08:50:52,肯尼亚,171226,0,117039,3206,0,0.0,142.0,,16.0,18.0,,,
826,2021-06-03 00:00:46,伊朗,2935443,0,2494108,80488,0,0.0,11620.0,,0.0,0.0,,,
827,2021-06-03 08:50:51,以色列,839517,0,832680,6415,0,0.0,2.0,,23.0,2.0,,,
828,2020-06-09 19:59:04,毛利亚尼亚,16,0,6,2,0,,,,,,,,
829,2021-06-03 09:00:58,黎巴嫩,540844,0,520717,7740,0,0.0,214.0,,244.0,5.0,,,
833,2021-06-03 00:00:46,克罗地亚,356829,0,346796,8042,0,0.0,432.0,,0.0,0.0,,,
834,2021-06-03 00:00:46,奥地利,645552,0,630274,10621,0,0.0,400.0,,0.0,0.0,,,
835,2021-06-03 00:00:46,瑞士,696213,0,317600,10826,0,0.0,717.0,,0.0,0.0,,,
839,2021-06-03 08:50:51,希腊,405542,0,93764,12145,0,0.0,1379.0,,0.0,23.0,,,
95800,2021-06-03 08:50:52,毛里求斯,1418,0,1198,18,0,0.0,11.0,,3.0,0.0,,,
845,2021-06-03 00:00:46,爱沙尼亚,129804,0,123589,1259,0,0.0,130.0,,0.0,0.0,,,
846,2021-06-03 00:00:46,北马其顿,155345,0,148846,5429,0,0.0,41.0,,0.0,0.0,,,
850,2021-06-03 00:00:46,白俄罗斯,395990,0,387338,2871,0,0.0,915.0,,0.0,0.0,,,
851,2021-06-03 00:00:46,立陶宛,275198,0,256887,4283,0,0.0,422.0,,0.0,0.0,,,
852,2021-06-03 00:00:46,阿塞拜疆,334288,0,325418,4926,0,0.0,156.0,,0.0,0.0,,,
875097,2020-06-12 17:06:26,美属维尔京群岛,72,0,46,6,0,,,,,,,,
95826,2020-06-15 13:26:49,蒙古,197,0,98,0,0,,,,,,,,
872,2021-06-03 00:00:46,乌克兰,2265502,0,2116980,52907,0,0.0,2335.0,,0.0,0.0,,,
874,2021-06-03 00:00:46,波兰,2873527,0,2641139,73984,0,0.0,659.0,,0.0,0.0,,,
879,2021-06-03 00:00:46,波黑,204172,0,175704,9303,0,0.0,160.0,,0.0,0.0,,,
80902,2020-06-12 17:02:32,蒙特塞拉特,11,0,10,1,0,,,,,,,,
880,2021-06-03 00:00:46,南非,1669231,0,1563719,56601,0,0.0,3614.0,,0.0,0.0,,,
95198,2020-06-15 14:48:50,布隆迪,85,0,45,1,0,,,,,,,,
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2021-06-03 00:00:46,马耳他,30553,0,30058,419,0,0.0,10.0,,0.0,0.0,,,
