id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
9577772,2021-04-28 08:54:47,突尼斯,303584,0,253058,10444,0,0.0,1957.0,,1867.0,92.0,,,
9507896,2021-04-28 00:04:23,塞尔维亚,683799,0,0,6286,0,0.0,2145.0,,0.0,0.0,,,
0,2021-04-28 08:54:39,中国,103529,0,98147,4857,0,5624.0,26.0,,31.0,0.0,,-5.0,12.0
1,2021-04-28 17:19:55,日本本土,578864,0,508232,10032,0,0.0,1994.0,,0.0,1.0,,,
2,2021-04-28 00:04:22,泰国,59688,0,26873,163,0,0.0,2180.0,,0.0,0.0,,,
3,2021-04-28 08:54:47,新加坡,61063,0,60704,30,0,0.0,12.0,,22.0,0.0,,,
4,2021-04-28 12:39:49,韩国,120673,0,110248,1821,0,0.0,775.0,,553.0,1.0,,,
5,2021-04-28 15:24:55,澳大利亚,29750,0,23267,910,0,0.0,25.0,,13.0,0.0,,,
6,2021-04-28 16:24:45,德国,3338564,0,2960900,82326,0,0.0,21625.0,,21000.0,287.0,,,
7,2021-04-28 10:14:37,美国,32927091,0,25521913,587384,0,0.0,52046.0,,46124.0,773.0,,,
8,2021-04-28 00:04:22,马来西亚,398451,0,371575,1462,0,0.0,2733.0,,0.0,0.0,,,
9,2021-04-28 00:04:23,越南,2857,0,2516,35,0,0.0,11.0,,0.0,0.0,,,
89566,2020-06-12 17:03:12,圣巴泰勒米,6,0,6,0,0,,,,,,,,
821,2021-04-28 08:54:47,肯尼亚,157492,0,106836,2665,0,0.0,511.0,,0.0,22.0,,,
826,2021-04-28 00:04:23,伊朗,2438193,0,1907190,70532,0,0.0,20963.0,,0.0,0.0,,,
827,2021-04-28 16:24:45,以色列,838285,0,830273,6361,0,0.0,92.0,,144.0,7.0,,,
828,2020-06-09 19:59:04,毛利亚尼亚,16,0,6,2,0,,,,,,,,
829,2021-04-28 08:54:46,黎巴嫩,522763,0,453865,7197,0,0.0,1182.0,,2698.0,26.0,,,
833,2021-04-28 00:04:23,克罗地亚,324833,0,304546,6957,0,0.0,1797.0,,0.0,0.0,,,
834,2021-04-28 00:04:22,奥地利,612170,0,577977,10126,0,0.0,1625.0,,0.0,0.0,,,
835,2021-04-28 17:19:55,瑞士,653957,0,317600,10597,0,0.0,2135.0,,0.0,8.0,,,
839,2021-04-28 08:54:47,希腊,337723,0,93764,10179,0,0.0,3287.0,,0.0,92.0,,,
95800,2021-04-28 00:04:23,毛里求斯,1206,0,1055,17,0,0.0,0.0,,0.0,0.0,,,
845,2021-04-28 00:04:23,爱沙尼亚,120836,0,108968,1148,0,0.0,458.0,,0.0,0.0,,,
846,2021-04-28 08:54:46,北马其顿,151122,0,130910,4742,0,0.0,450.0,,1001.0,28.0,,,
850,2021-04-28 00:04:23,白俄罗斯,354669,0,344950,2512,0,0.0,823.0,,0.0,0.0,,,
851,2021-04-28 17:19:55,立陶宛,244555,0,220565,3900,0,0.0,1629.0,,887.0,23.0,,,
852,2021-04-28 00:04:23,阿塞拜疆,315119,0,282786,4429,0,0.0,2113.0,,0.0,0.0,,,
875097,2020-06-12 17:06:26,美属维尔京群岛,72,0,46,6,0,,,,,,,,
95826,2020-06-15 13:26:49,蒙古,197,0,98,0,0,,,,,,,,
872,2021-04-28 14:29:45,乌克兰,2102011,0,1666920,45204,0,0.0,9590.0,,20062.0,441.0,,,
874,2021-04-28 00:04:22,波兰,2768034,0,2467036,65897,0,0.0,5711.0,,0.0,0.0,,,
879,2021-04-28 00:04:22,波黑,196732,0,157095,8418,0,0.0,761.0,,0.0,0.0,,,
80902,2020-06-12 17:02:32,蒙特塞拉特,11,0,10,1,0,,,,,,,,
880,2021-04-28 08:54:47,南非,1577200,0,1502986,54237,0,0.0,880.0,,1106.0,51.0,,,
95198,2020-06-15 14:48:50,布隆迪,85,0,45,1,0,,,,,,,,
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2021-04-28 00:04:22,马耳他,30234,0,29421,413,0,0.0,45.0,,0.0,0.0,,,
896,2021-04-28 08:54:46,摩尔多瓦,249714,0,238423,5762,0,0.0,329.0,,489.0,17.0,,,
897,2021-04-28 08:54:47,保加利亚,401109,0,332418,16182,0,0.0,1850.0,,3375.0,81.0,,,
898,2021-04-28 00:04:22,孟加拉,751659,0,666927,11228,0,0.0,3031.0,,0.0,0.0,,,
899,2020-06-15 10:20:56,阿尔巴尼亚,1521,0,1044,36,0,,,0.0,,,0.0,,
950000,2021-04-28 00:04:22,巴勒斯坦,293466,0,267346,3201,0,0.0,1414.0,,0.0,0.0,,,
95kml,2020-06-15 13:47:09,科摩罗,176,0,114,2,0,,,,,,,,
953333,2021-04-28 00:04:22,阿富汗,59225,0,52794,2598,0,0.0,210.0,,0.0,0.0,,,
95888822,2021-04-28 00:04:23,沙特阿拉伯,414219,0,397587,6922,0,0.0,1045.0,,0.0,0.0,,,
9511123,2021-04-28 14:29:44,新西兰,2610,0,2557,26,0,0.0,1.0,,10.0,0.0,,,
95333,2021-04-28 00:04:23,塔吉克斯坦,13308,0,13218,90,0,0.0,0.0,,0.0,0.0,,,
83356,2020-06-15 13:25:33,泽西岛,313,0,292,15,0,0.0,,,,,,,
954467,2020-06-15 13:51:09,叙利亚,177,0,74,6,0,,,0.0,,,0.0,,
95327,2021-04-28 11:09:49,巴拿马,363533,0,353503,6216,0,0.0,368.0,,456.0,4.0,,,
95329,2021-04-28 08:54:46,古巴,103524,0,97462,604,0,0.0,1083.0,,1140.0,7.0,,,
9511111,2021-04-28 08:54:47,尼日利亚,164912,0,155012,2063,0,0.0,156.0,,49.0,1.0,,,
95858585,2021-04-28 08:54:47,摩洛哥,509972,0,496031,9005,0,0.0,507.0,,623.0,6.0,,,
9500222,2021-04-28 00:04:23,塞内加尔,40193,0,38953,1106,0,0.0,27.0,,0.0,0.0,,,
95118,2020-06-15 14:24:59,老挝,19,0,19,0,0,,,,,,,,
95350,2021-04-28 00:04:22,巴哈马,10220,0,9326,198,0,0.0,170.0,,0.0,0.0,,,
84226,2020-06-15 10:14:23,马约特岛,2282,0,1790,28,0,0.0,,,,,,,
954444,2021-04-28 00:04:22,斯洛文尼亚,238023,0,223686,4221,0,0.0,804.0,,0.0,0.0,,,
95103,2021-04-28 08:54:46,卢森堡,66594,0,62989,791,0,0.0,220.0,,25.0,0.0,,,
95106,2021-04-28 08:54:46,爱尔兰,247489,0,23364,4884,0,0.0,420.0,,0.0,10.0,,,
95102,2021-04-28 08:54:47,厄瓜多尔,375329,0,318598,18389,0,0.0,554.0,,0.0,89.0,,,
957777,2021-04-28 15:24:55,捷克,1626033,0,1542244,29141,0,0.0,3256.0,,281.0,66.0,,,
9522222,2021-04-28 17:19:56,匈牙利,774399,0,497084,27172,0,0.0,1692.0,,5464.0,188.0,,,
8101,2020-06-15 10:57:56,法属圭亚那,1255,0,534,3,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8102,2020-06-15 11:45:39,多哥共和国,530,0,291,13,0,0.0,,,,,,,
8100,2021-04-28 08:54:46,哥斯达黎加,243167,0,201784,3186,0,0.0,1927.0,,520.0,18.0,,,
8105,2021-04-28 16:24:46,文莱,224,0,215,3,0,0.0,1.0,,3.0,0.0,,,
8103,2020-06-15 13:46:38,法罗群岛,187,0,187,0,0,0.0,,,,,,,
8104,2021-04-28 00:04:22,马提尼克岛,37,0,0,1,0,0.0,5.0,,0.0,0.0,,,
95120,2021-04-28 10:04:39,荷兰,1497806,0,23945,17328,0,0.0,32.0,,457.0,2.0,,,
951234567,2021-04-28 11:09:48,巴西,14441563,0,12815119,395022,0,0.0,72140.0,,107619.0,3086.0,,,
8115,2021-04-28 14:29:45,洪都拉斯,208356,0,78127,5212,0,0.0,1036.0,,313.0,19.0,,,
95394,2021-04-28 08:54:47,乌拉圭,190096,0,160632,2452,0,0.0,2747.0,,3072.0,61.0,,,
95390,2021-04-28 00:04:23,秘鲁,1768186,0,1714995,60013,0,0.0,6611.0,,0.0,0.0,,,
956666,2021-04-28 00:04:22,智利,1179772,0,1112463,26020,0,0.0,10236.0,,0.0,0.0,,,
95389,2020-06-15 00:00:31,格陵兰,13,0,13,0,0,0.0,,,,,,,
95382,2020-06-12 17:03:05,圣巴托洛谬岛,6,0,6,0,0,,,,,,,,
950101010,2021-04-28 08:54:46,马尔代夫,28588,0,24499,71,0,0.0,386.0,,78.0,0.0,,,
95384,2021-04-28 11:09:48,委内瑞拉,193721,0,176058,2082,0,0.0,1223.0,,816.0,17.0,,,
8134,2021-04-28 08:54:47,毛里塔尼亚,18314,0,17620,455,0,0.0,32.0,,18.0,0.0,,,
8135,2020-06-15 00:00:31,纳米比亚,31,0,17,0,0,,,,,,,,
8132,2020-06-15 13:04:24,法属留尼汪岛,487,0,447,1,0,0.0,,,,,,,
8133,2020-06-13 11:26:34,波多黎各,5536,0,0,146,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
95732,2021-04-28 00:04:22,加纳,92464,0,90103,779,0,0.0,298.0,,0.0,0.0,,,
8136,2021-04-28 00:04:22,赤道几内亚,7559,0,7097,107,0,0.0,0.0,,0.0,0.0,,,
8130,2021-04-28 00:04:22,几内亚,22046,0,19466,141,0,0.0,61.0,,0.0,0.0,,,
8131,2021-04-28 08:54:46,卢旺达,24814,0,23089,331,0,0.0,137.0,,84.0,1.0,,,
80001,2020-06-15 00:00:31,格林纳达,23,0,22,0,0,,,,,,,,
8129,2021-04-28 08:54:46,斯威士兰,18448,0,17741,671,0,0.0,5.0,,0.0,0.0,,,
8145,2021-04-28 00:04:23,坦桑尼亚,509,0,183,21,0,0.0,0.0,,0.0,0.0,,,
8146,2021-04-28 00:04:22,贝宁,7720,0,7510,97,0,0.0,0.0,,0.0,0.0,,,
8143,2021-04-28 08:54:47,刚果（金）,29701,0,26156,760,0,0.0,90.0,,0.0,4.0,,,
8144,2021-04-28 11:09:49,中非共和国,6359,0,5112,87,0,0.0,135.0,,0.0,2.0,,,
8147,2021-04-28 00:04:22,利比里亚,2098,0,1942,85,0,0.0,1.0,,0.0,0.0,,,
8148,2021-04-28 08:54:46,索马里,13915,0,5847,713,0,0.0,103.0,,103.0,11.0,,,
95123456,2021-04-28 08:54:47,塞拉利昂,4046,0,3045,79,0,0.0,2.0,,25.0,0.0,,,
95XXXX,2021-04-28 08:54:47,乍得,4779,0,4406,170,0,0.0,7.0,,7.0,1.0,,,
8152,2021-04-28 08:54:47,赞比亚,91418,0,89717,1249,0,0.0,40.0,,39.0,1.0,,,
8151,2020-06-15 13:01:51,巴巴多斯,96,0,83,7,0,,,,,,,,
95mali,2021-04-28 08:54:47,马里,13722,0,8313,476,0,0.0,64.0,,130.0,2.0,,,
958888,2021-04-28 08:54:46,阿根廷,2905172,0,2563223,62599,0,0.0,25495.0,,21219.0,512.0,,,
81113,2020-06-15 00:00:31,法属波利尼西亚,60,0,60,0,0,,,,,,,,
